Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,score
9764,5948367,55922.0,2011,1,100,40.8,7.6,0.2,26.17,40.681569,-73.95780500000001,3.0,227.0,3.6838669122903918,3.2646137165420543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9778,2794223,93967.0,2006,1,100,83.1,12.9,0.4,,40.693186,-73.971011,2.0,187.0,5.163642463221435,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9782,4919783,74779.0,1926,1,100,70.2,12.4,0.3,68.74,40.694796999999994,-73.982791,2.0,15.0,4.659658371272161,4.230331271421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9784,2664412,65645.0,1927,1,100,95.1,19.5,0.3,114.43,40.695864,-73.982128,2.0,15.0,4.471638793363569,4.739963282329623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9786,3110815,245361.0,2007,1,100,89.2,6.8,0.7,39.0,40.693606,-73.98308,2.0,15.0,6.700485076824218,3.6635616461296463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9794,2797736,846120.0,1925,9,100,151.1,16.2,1.0,,40.691958,-73.980152,2.0,31.0,8.360235241557785,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9795,2975033,127558.0,1903,1,100,5.1,1.5,,0.02,40.689889,-73.97993699999999,2.0,31.0,-inf,-3.912023005428146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9796,2975034,113700.0,2004,1,100,112.4,20.7,0.5,17.42,40.690934000000006,-73.978804,2.0,31.0,5.510197725583535,2.857618971424357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9816,4423363,66820.0,1918,1,100,42.4,,,,40.687090000000005,-73.973599,2.0,181.0,5.005287687769661,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
9822,2821377,165167.0,1940,1,100,7.0,2.2,,,40.707453,-73.968418,1.0,547.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9830,2795380,61650.0,1926,1,100,79.9,3.6,0.5,82.07,40.708461,-73.961987,1.0,525.0,5.523858042461968,4.4075725416416205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9847,4393314,52318.0,2001,1,90,45.3,4.7,0.3,,40.702908,-73.94673399999999,1.0,507.0,4.375757021660286,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9848,4408644,81700.0,1950,1,100,35.1,8.1,0.1,,40.699068,-73.961112,1.0,537.0,3.624340932976365,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9866,2816577,105510.0,1955,1,100,9.1,0.6,0.1,0.17,40.72189,-73.96001700000001,1.0,557.0,4.207673247529104,-1.7719568419318752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9889,3120084,68300.0,1928,1,100,49.7,,,38.07,40.717524,-73.962595,1.0,555.0,4.607168188650764,3.639426570394406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9892,4934469,125154.0,2015,1,100,18.7,4.0,0.0,34.46,40.717721999999995,-73.962014,1.0,555.0,3.5322256440685598,3.5397992310997837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9893,4907384,122740.0,1973,1,90,194.4,22.5,1.2,,40.716714,-73.961055,1.0,553.0,5.690021559406164,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9894,5510439,150082.0,2013,2,95,41.5,10.3,0.1,,40.716673,-73.96109799999999,1.0,553.0,4.363098624788363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
9906,5049573,74572.0,2014,1,100,111.3,2.6,1.0,,40.711334,-73.952906,1.0,513.0,6.0014148779611505,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9927,4624722,364000.0,1868,1,100,7.1,1.9,0.0,2.57,40.738162,-73.955442,1.0,563.0,-1.6094379124341003,0.9439058989071284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9928,4029659,87277.0,1931,1,100,22.9,6.5,,,40.737751,-73.955904,1.0,563.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9937,3120092,107650.0,1931,1,100,47.0,,,30.32,40.733676,-73.958205,1.0,563.0,5.234312036572124,3.411807560774171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9938,4845276,116000.0,1931,1,80,6.1,1.6,0.0,,40.733103,-73.9419,1.0,579.0,1.5686159179138452,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9939,4938465,154436.0,1971,2,100,43.6,2.5,0.4,2.21,40.733708,-73.943242,1.0,579.0,5.439382806826639,0.7929925155296614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9941,3531773,103000.0,1975,1,100,11.0,0.0,0.1,,40.731390000000005,-73.95952700000001,1.0,565.0,4.08260930600368,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9944,3117449,64740.0,1931,1,100,62.4,5.4,0.1,,40.729756,-73.958998,1.0,565.0,5.308762624409575,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9945,2703923,113700.0,1931,1,95,19.2,,,16.01,40.729836,-73.95813199999999,1.0,565.0,5.0826458300725275,2.7732135270086236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9948,5726573,395000.0,1931,7,100,18.4,3.8,0.1,,40.730554,-73.95043199999999,1.0,579.0,4.793308128103486,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9949,4910679,55500.0,1960,1,100,21.2,2.6,0.1,5.72,40.730267,-73.945254,1.0,579.0,4.258445572902527,1.7439688053917064,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9953,4560039,80000.0,1963,1,100,15.5,3.4,0.0,15.15,40.729279,-73.945908,1.0,579.0,2.1162555148025524,2.7180005319553784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9982,2805983,52963.0,1918,1,100,30.7,7.8,0.0,5.28,40.720729999999996,-73.93807199999999,1.0,449.0,2.4159137783010487,1.6639260977181702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9988,3112336,58000.0,1960,1,100,45.8,2.0,0.4,2.61,40.714453999999996,-73.935012,1.0,449.0,4.960043507980195,0.959350221334602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9989,4561397,51450.0,1950,1,100,19.0,4.0,0.1,,40.714415,-73.934042,1.0,449.0,3.091042453358316,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9990,4401770,151824.0,1930,1,90,79.7,5.7,0.7,68.23,40.712564,-73.94098000000001,1.0,481.0,6.188058763188655,4.222884350827332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9993,5977994,78985.0,1957,1,100,28.2,1.8,0.2,,40.715721,-73.933492,1.0,449.0,5.220355825078324,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10004,3332364,100000.0,1962,1,100,89.9,6.1,0.7,,40.708736,-73.932727,1.0,449.0,5.928258471204189,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10005,5253914,89830.0,1919,1,30,31.1,6.0,0.1,1.24,40.709229,-73.927699,1.0,449.0,3.8110970868381857,0.2151113796169455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10009,2815544,57310.0,1916,1,100,9.8,1.7,0.0,,40.709254,-73.927111,1.0,449.0,2.6741486494265287,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10011,4985866,56856.0,1931,1,5,9.8,,,,40.708152,-73.92975200000001,1.0,453.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10014,4021654,121279.0,1930,1,100,74.4,14.9,0.3,,40.708633,-73.926798,1.0,453.0,5.024538199265247,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10018,3319861,91188.0,1930,1,100,99.6,16.0,0.5,,40.707474,-73.925046,1.0,453.0,5.388158070547826,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10024,3260022,54750.0,2011,1,100,16.3,2.3,0.1,0.0,40.712658000000005,-73.93773399999999,1.0,485.0,3.1945831322991562,-inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
10039,4451070,72000.0,1870,1,100,16.2,4.7,,0.04,40.705631,-73.937517,1.0,485.0,-inf,-3.2188758248682006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10043,2647021,90352.0,1932,1,100,49.8,4.9,0.4,4.11,40.706032,-73.933491,1.0,453.0,5.0682750735426705,1.4134230285081433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10053,5866451,140000.0,1910,1,100,50.5,14.6,0.0,,40.701116,-73.94220899999999,1.0,491.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10055,4956919,65371.0,1998,1,100,88.9,5.9,0.7,83.48,40.700922,-73.93893800000001,4.0,389.0,5.464255444091467,4.4246070822090005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10061,4407380,80936.0,2010,1,100,48.3,4.5,0.4,42.78,40.698762,-73.934861,4.0,391.0,4.9344739331306915,3.7560707036542595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10062,4405055,88427.0,2009,1,100,82.4,5.9,0.7,75.53,40.699071999999994,-73.934122,4.0,391.0,5.178407069875479,4.324529928325356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10065,4509475,153000.0,1950,1,5,33.9,2.4,0.3,1.19,40.699927,-73.93253100000001,4.0,425.0,5.358471289367784,0.17395330712343798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10071,5964742,101712.0,1930,1,100,4.5,1.3,,1.07,40.709058,-73.92226,4.0,447.0,-inf,0.06765864847381486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10072,3114882,84400.0,1920,1,100,84.5,7.8,0.6,59.29,40.708696,-73.92187,4.0,447.0,5.3748153375207615,4.0824406577192764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10074,3112168,52388.0,1931,1,100,19.2,,,,40.7079,-73.921529,4.0,447.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10080,2972815,62075.0,1920,1,100,45.5,4.5,0.3,26.96,40.705090999999996,-73.920497,4.0,445.0,4.6443908991413725,3.2943542860441064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10118,3112388,64520.0,1931,1,100,43.2,,,,40.699397,-73.91081700000001,4.0,439.0,3.768152635008444,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10126,3576923,57800.0,1960,1,100,64.1,15.2,0.1,3.45,40.694469,-73.90637,4.0,439.0,3.5610460826040513,1.2383742310432684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10141,5910621,129654.0,1930,1,100,48.9,11.7,,,40.6686,-73.918122,16.0,900.0,4.070734696582967,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10175,4404146,298933.0,1976,2,100,115.2,6.4,1.0,,40.662765,-73.907449,16.0,918.0,7.1874303810320015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10184,5887623,55808.0,1930,1,0,0.3,0.1,,0.16,40.659832,-73.90570100000001,16.0,920.0,-inf,-1.8325814637483102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
10197,4410144,62035.0,2008,1,90,21.9,4.0,0.1,0.0,40.673813,-73.907329,16.0,908.0,2.928523523860541,-inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
10210,3453037,63000.0,2007,1,100,7.8,0.0,0.0,0.85,40.671721000000005,-73.897094,5.0,1144.0,2.3513752571634776,-0.16251892949777494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
10212,3698664,70000.0,1990,1,100,47.6,3.9,0.4,7.13,40.67127,-73.900018,5.0,1144.0,4.847331743138063,1.9643112344262046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10240,2640696,52475.0,1977,1,100,112.1,8.2,0.9,8.06,40.655996,-73.897428,5.0,1098.0,5.434594984840585,2.086913556518537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10247,3452978,87260.0,2000,1,100,13.1,1.9,0.1,0.24,40.677193,-73.8876,5.0,1170.0,3.367295829986474,-1.4271163556401458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
10249,2786163,52640.0,1927,1,100,14.7,2.3,0.1,0.0,40.677756,-73.885396,5.0,1170.0,2.975529566236472,-inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
10273,3126543,110164.0,2009,1,100,19.1,4.5,0.0,0.05,40.681238,-73.873143,5.0,1178.0,2.5726122302071057,-2.995732273553991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10278,3553073,50840.0,1975,1,100,103.6,13.6,0.6,140.22,40.675984,-73.867839,5.0,1200.0,5.052416828111211,4.943212617778822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10292,4208245,136000.0,1957,1,100,22.5,5.2,0.1,,40.657759000000006,-73.892498,5.0,1104.0,3.5234150143864045,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10297,3453042,89586.0,2007,1,100,13.6,0.0,0.1,0.31,40.656309,-73.890955,5.0,1104.0,3.696351468952637,-1.171182981502945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
10300,5840659,112800.0,1963,1,100,30.6,0.6,0.3,2.79,40.664919,-73.86015,5.0,1220.0,5.153869462182164,1.0260415958332743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10305,4047780,111978.0,2007,1,90,11.3,1.0,0.1,1.65,,,,,3.8437441646748516,0.5007752879124892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
10308,2704721,924761.0,1966,1,100,107.8,5.5,0.9,,40.655218,-73.884804,5.0,1078.0,7.6478337542265145,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10311,2674677,137332.0,1967,1,100,13.9,1.7,0.1,2.65,40.658806,-73.874645,5.0,1078.0,4.075841090657541,0.9745596399981308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
10323,4954133,142931.0,2001,1,100,67.7,9.5,0.4,,40.652373,-73.867446,5.0,1070.0,5.538514672428074,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
10326,4046045,64197.0,2011,1,100,60.4,6.7,0.4,38.07,40.655103999999994,-73.873016,5.0,1070.0,4.837867950107113,3.639426570394406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10327,4046185,64197.0,2013,1,100,70.1,8.6,0.4,35.71,40.655093,-73.87303399999999,5.0,1070.0,4.726502471155617,3.575430761606357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10334,2716774,69178.0,1998,1,100,121.4,28.9,0.2,,40.669576,-73.861939,5.0,1220.0,4.39197696552705,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10345,2661773,88691.0,1928,1,100,95.1,3.6,0.9,46.89,40.662424,-73.934443,9.0,880.0,6.050205042130582,3.847804433101495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10346,3122072,54888.0,1964,1,100,111.0,,,69.23,40.662233,-73.927941,17.0,882.0,5.630135934487902,4.237434294689934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
